"_id","nowfloor","destination","num"
"00044-04",4,14,8
"00044-05",5,20,12
"00044-06",6,8,6
"00044-07",7,18,9
"00044-08",8,21,8
"00044-09",9,13,3
"00044-10",10,6,3
"00044-11",11,16,13
"00044-12",12,11,7
"00044-13",13,24,11
"00044-14",14,15,13
"00044-15",15,10,11
"00044-16",16,1,13
"00044-17",17,27,3
"00044-18",18,22,14
"00044-19",19,3,12
"00044-20",20,23,6
"00044-21",21,12,6
"00044-22",22,2,8
"00044-23",23,25,11
"00044-24",24,7,5
"00044-25",25,17,14
"00044-26",26,9,9
"00044-27",27,19,7
"00045-01",1,14,6
"00045-02",2,24,12
"00045-03",3,2,10
"00045-04",4,13,14
"00045-05",5,17,8
"00045-06",6,23,12
"00045-07",7,8,11
"00045-08",8,27,5
"00045-09",9,21,5
"00045-10",10,19,12
"00045-11",11,7,7
"00045-12",12,9,12
"00045-13",13,5,8
"00045-14",14,11,4
"00045-15",15,25,10
"00045-16",16,20,13
"00045-17",17,22,3
"00045-18",18,26,4
"00045-19",19,18,9
"00045-20",20,6,14
"00045-21",21,16,3
"00045-22",22,10,4
"00045-23",23,1,4
"00045-24",24,12,4
"00045-25",25,3,11
"00045-26",26,15,5
"00045-27",27,4,13
"00046-01",1,15,3
"00046-02",2,1,11
"00046-03",3,19,12
"00046-04",4,13,12
"00046-05",5,18,10
"00046-06",6,24,9
"00046-07",7,22,6
"00046-08",8,11,13
"00046-09",9,16,5
"00046-10",10,8,14
"00046-11",11,25,7
"00046-12",12,4,12
"00046-13",13,27,13
"00046-14",14,17,13
"00046-15",15,9,13
"00046-16",16,14,4
"00046-17",17,3,6
"00046-18",18,20,13
"00046-19",19,6,11
"00046-20",20,26,9
"00046-21",21,5,5
"00046-22",22,2,4
"00046-23",23,21,6
"00046-24",24,23,11
"00046-25",25,12,6
"00046-26",26,7,3
"00046-27",27,10,6
"00047-01",1,16,13
"00047-02",2,13,12
"00047-03",3,9,5
"00047-04",4,17,5
"00047-05",5,3,10
"00047-06",6,22,9
"00047-07",7,26,10
"00047-08",8,12,14
"00047-09",9,25,7
"00047-10",10,27,3
"00047-11",11,4,6
"00047-12",12,19,4
"00047-13",13,8,13
"00047-14",14,24,5
"00047-15",15,10,10
"00047-16",16,15,4
"00047-17",17,6,6
"00047-18",18,20,4
"00047-19",19,23,9
"00047-20",20,11,14
"00047-21",21,14,10
"00047-22",22,5,5
"00047-23",23,7,11
"00047-24",24,18,6
"00047-25",25,21,7
"00047-26",26,2,11
"00047-27",27,1,12
"00048-01",1,24,5
"00048-02",2,14,3
"00048-03",3,12,7
"00048-04",4,15,13
"00048-05",5,26,11
"00048-06",6,23,10
"00048-07",7,2,5
"00048-08",8,13,9
"00048-09",9,17,10
"00048-10",10,8,7
"00048-11",11,18,10
"00048-12",12,7,3
"00048-13",13,10,11
"00048-14",14,27,6
"00048-15",15,16,10
"00048-16",16,20,3
"00048-17",17,4,11
"00048-18",18,25,11
"00048-19",19,11,14
"00048-20",20,21,13
"00048-21",21,3,5
"00048-22",22,6,9
"00048-23",23,5,11
"00048-24",24,22,9
"00048-25",25,19,6
"00048-26",26,9,4
"00048-27",27,1,12
"00049-01",1,22,9
"00049-02",2,3,3
"00049-03",3,27,3
"00049-04",4,7,13
"00049-05",5,13,5
"00049-06",6,23,10
"00049-07",7,21,9
"00049-08",8,26,12
"00049-09",9,20,14
"00049-10",10,12,12
"00049-11",11,15,8
"00049-12",12,24,5
"00049-13",13,18,4
"00049-14",14,2,12
"00049-15",15,25,9
"00049-16",16,8,10
"00049-17",17,11,14
"00049-18",18,16,4
"00049-19",19,5,13
"00049-20",20,1,4
"00049-21",21,17,10
"00049-22",22,19,13
"00049-23",23,6,7
"00049-24",24,10,9
"00049-25",25,14,5
"00049-26",26,9,7
"00049-27",27,4,12
"00050-01",1,2,14
"00050-02",2,6,3
"00050-03",3,23,11
"00050-04",4,12,12
"00050-05",5,1,7
"00050-06",6,14,4
"00050-07",7,27,6
"00050-08",8,18,8
"00050-09",9,10,7
"00050-10",10,17,6
"00050-11",11,20,3
"00050-12",12,13,5
"00050-13",13,21,11
"00050-14",14,24,8
"00050-15",15,22,4
"00050-16",16,26,6
"00050-17",17,19,12
"00050-18",18,16,3
"00050-19",19,7,4
"00050-20",20,3,11
"00050-21",21,9,5
"00050-22",22,8,13
"00050-23",23,11,7
"00050-24",24,15,3
"00050-25",25,5,8
"00050-26",26,25,6
"00050-27",27,4,9
"00051-01",1,21,8
"00051-02",2,12,8
"00051-03",3,9,9
"00051-04",4,17,6
"00051-05",5,24,11
"00051-06",6,20,6
"00051-07",7,14,14
"00051-08",8,4,3
"00051-09",9,16,13
"00051-10",10,27,4
"00051-11",11,5,14
"00051-12",12,19,13
"00051-13",13,26,10
"00051-14",14,13,10
"00051-15",15,3,4
"00051-16",16,11,6
"00051-17",17,1,11
"00051-18",18,22,10
"00051-19",19,7,10
"00051-20",20,18,10
"00051-21",21,23,9
"00051-22",22,25,5
"00051-23",23,8,10
"00051-24",24,10,10
"00051-25",25,6,3
"00051-26",26,2,3
"00051-27",27,15,12
"00052-01",1,12,14
"00052-02",2,11,4
"00052-03",3,17,6
"00052-04",4,10,11
"00052-05",5,4,10
"00052-06",6,15,12
"00052-07",7,8,3
"00052-08",8,24,11
"00052-09",9,25,3
"00052-10",10,16,14
"00052-11",11,6,4
"00052-12",12,26,11
"00052-13",13,1,14
"00052-14",14,20,4
"00052-15",15,9,11
"00052-16",16,19,5
"00052-17",17,27,4
"00052-18",18,14,4
"00052-19",19,23,6
"00052-20",20,13,4
"00052-21",21,5,5
"00052-22",22,21,4
"00052-23",23,18,7
"00052-24",24,7,3
"00052-25",25,2,4
"00052-26",26,3,9
"00052-27",27,22,12
"00053-01",1,22,13
"00053-02",2,26,12
"00053-03",3,27,7
"00053-04",4,23,8
"00053-05",5,7,9
"00053-06",6,25,10
"00053-07",7,20,9
"00053-08",8,3,8
"00053-09",9,17,7
"00053-10",10,16,10
"00053-11",11,24,12
"00053-12",12,4,4
"00053-13",13,5,13
"00053-14",14,18,4
"00053-15",15,1,13
"00053-16",16,13,11
"00053-17",17,10,9
"00053-18",18,11,5
"00053-19",19,2,9
"00053-20",20,15,3
"00053-21",21,12,3
"00053-22",22,14,9
"00053-23",23,19,7
"00053-24",24,9,7
"00053-25",25,8,3
"00053-26",26,21,14
"00053-27",27,6,12
"00054-01",1,5,13
"00054-02",2,24,10
"00054-03",3,17,6
"00054-04",4,2,11
"00054-05",5,15,9
"00054-06",6,3,6
"00054-07",7,20,6
"00054-08",8,9,7
"00054-09",9,16,8
"00054-10",10,26,8
"00054-11",11,27,6
"00054-12",12,25,7
"00054-13",13,6,4
"00054-14",14,4,3
"00054-15",15,19,3
"00054-16",16,13,4
"00054-17",17,14,8
"00054-18",18,23,6
"00054-19",19,22,4
"00054-20",20,10,6
"00054-21",21,8,6
"00054-22",22,21,3
"00054-23",23,12,8
"00054-24",24,1,13
"00054-25",25,7,13
"00054-26",26,18,4
"00054-27",27,11,6
"00055-01",1,10,11
"00055-02",2,4,7
"00055-03",3,6,12
"00055-04",4,7,8
"00055-05",5,18,7
"00055-06",6,27,4
"00055-07",7,3,8
"00055-08",8,5,10
"00055-09",9,2,11
"00055-10",10,8,13
"00055-11",11,23,14
"00055-12",12,21,5
"00055-13",13,9,8
"00055-14",14,19,12
"00055-15",15,12,12
"00055-16",16,26,11
"00055-17",17,11,8
"00055-18",18,13,5
"00055-19",19,15,8
"00055-20",20,14,7
"00055-21",21,17,10
"00055-22",22,1,11
"00055-23",23,20,3
"00055-24",24,16,3
"00055-25",25,22,12
"00055-26",26,25,3
"00055-27",27,24,14
"00056-01",1,18,5
"00056-02",2,11,9
"00056-03",3,10,9
"00056-04",4,24,9
"00056-05",5,14,14
"00056-06",6,12,5
"00056-07",7,27,9
"00056-08",8,17,4
"00056-09",9,13,9
"00056-10",10,19,8
"00056-11",11,20,7
"00056-12",12,3,11
"00056-13",13,16,8
"00056-14",14,22,8
"00056-15",15,1,9
"00056-16",16,4,9
"00056-17",17,21,5
"00056-18",18,2,10
"00056-19",19,6,3
"00056-20",20,5,8
"00056-21",21,15,13
"00056-22",22,8,10
"00056-23",23,9,13
"00056-24",24,23,12
"00056-25",25,26,5
"00056-26",26,25,11
"00056-27",27,7,13
"00057-01",1,3,9
"00057-02",2,22,6
"00057-03",3,8,10
"00057-04",4,16,14
"00057-05",5,12,10
"00057-06",6,4,5
"00057-07",7,23,14
"00057-08",8,11,5
"00057-09",9,15,7
"00057-10",10,18,5
"00057-11",11,6,6
"00057-12",12,25,3
"00057-13",13,21,6
"00057-14",14,10,3
"00057-15",15,7,7
"00057-16",16,27,4
"00057-17",17,1,13
"00057-18",18,2,14
"00057-19",19,17,14
"00057-20",20,24,10
"00057-21",21,13,13
"00057-22",22,19,6
"00057-23",23,9,8
"00057-24",24,14,14
"00057-25",25,5,8
"00057-26",26,20,5
"00057-27",27,26,13
"00058-01",1,21,10
"00058-02",2,6,8
"00058-03",3,14,12
"00058-04",4,3,13
"00058-05",5,25,8
"00058-06",6,11,8
"00058-07",7,5,11
"00058-08",8,17,11
"00058-09",9,26,13
"00058-10",10,15,6
"00058-11",11,9,6
"00058-12",12,2,4
"00058-13",13,27,13
"00058-14",14,24,3
"00058-15",15,13,8
"00058-16",16,20,5
"00058-17",17,16,12
"00058-18",18,22,9
"00058-19",19,10,4
"00058-20",20,12,14
"00058-21",21,4,14
"00058-22",22,7,10
"00058-23",23,8,11
"00058-24",24,19,7
"00058-25",25,23,9
"00058-26",26,1,4
"00058-27",27,18,9
"00059-01",1,7,10
"00059-02",2,19,8
"00059-03",3,24,5
"00059-04",4,26,8
"00059-05",5,4,14
"00059-06",6,12,8
"00059-07",7,23,7
"00059-08",8,5,5
"00059-09",9,15,11
"00059-10",10,27,6
"00059-11",11,18,7
"00059-12",12,6,8
"00059-13",13,20,5
"00059-14",14,25,11
"00059-15",15,22,10
"00059-16",16,21,13
"00059-17",17,11,11
"00059-18",18,17,11
"00059-19",19,13,8
"00059-20",20,3,8
"00059-21",21,8,9
"00059-22",22,9,6
"00059-23",23,10,7
"00059-24",24,14,11
"00059-25",25,16,4
"00059-26",26,2,12
"00059-27",27,1,6
"00060-01",1,19,12
"00060-02",2,9,12
"00060-03",3,7,14
"00060-04",4,20,14
"00060-05",5,17,4
"00060-06",6,27,4
"00060-07",7,24,13
"00060-08",8,12,9
"00060-09",9,2,13
"00060-10",10,8,13
"00060-11",11,14,10
"00060-12",12,15,8
"00060-13",13,23,10
"00060-14",14,1,13
"00060-15",15,6,4
"00060-16",16,25,3
"00060-17",17,5,11
"00060-18",18,4,5
"00060-19",19,3,3
"00060-20",20,16,13
"00060-21",21,10,7
"00060-22",22,18,14
"00060-23",23,26,8
"00060-24",24,22,7
"00060-25",25,21,5
"00060-26",26,13,14
"00060-27",27,11,4
"00061-01",1,8,3
"00061-02",2,6,8
"00061-03",3,23,4
"00061-04",4,7,4
"00061-05",5,25,7
"00061-06",6,14,11
"00061-07",7,27,14
"00061-08",8,1,12
"00061-09",9,2,12
"00061-10",10,12,11
"00061-11",11,5,3
"00061-12",12,3,4
"00061-13",13,22,5
"00061-14",14,10,9
"00061-15",15,18,9
"00061-16",16,15,12
"00061-17",17,4,10
"00061-18",18,17,10
"00061-19",19,16,8
"00061-20",20,24,4
"00061-21",21,20,3
"00061-22",22,11,10
"00061-23",23,13,5
"00061-24",24,26,11
"00061-25",25,9,8
"00061-26",26,21,8
"00061-27",27,19,8
"00062-01",1,4,13
"00062-02",2,3,11
"00062-03",3,12,9
"00062-04",4,1,14
"00062-05",5,10,6
"00062-06",6,19,3
"00062-07",7,9,7
"00062-08",8,18,4
"00062-09",9,21,8
"00062-10",10,16,3
"00062-11",11,2,10
"00062-12",12,22,10
"00062-13",13,25,10
"00062-14",14,11,4
"00062-15",15,26,3
"00062-16",16,24,8
"00062-17",17,13,11
"00062-18",18,20,12
"00062-19",19,17,13
"00062-20",20,5,14
"00062-21",21,14,5
"00062-22",22,27,12
"00062-23",23,6,10
"00062-24",24,23,10
"00062-25",25,8,9
"00062-26",26,15,6
"00062-27",27,7,14
"00063-01",1,6,9
"00063-02",2,23,14
"00063-03",3,5,5
"00063-04",4,15,3
"00063-05",5,27,4
"00063-06",6,20,11
"00063-07",7,18,6
"00063-08",8,19,11
"00063-09",9,4,6
"00063-10",10,26,14
"00063-11",11,17,8
"00063-12",12,22,13
"00063-13",13,12,3
"00063-14",14,7,6
"00063-15",15,21,3
"00063-16",16,10,12
"00063-17",17,14,10
"00063-18",18,2,9
"00063-19",19,16,10
"00063-20",20,11,8
"00063-21",21,25,8
"00063-22",22,9,6
"00063-23",23,1,9
"00063-24",24,13,13
"00063-25",25,3,4
"00063-26",26,8,10
"00063-27",27,24,7
"00064-01",1,20,7
"00064-02",2,12,3
"00064-03",3,23,5
"00064-04",4,22,5
"00064-05",5,27,8
"00064-06",6,8,4
"00064-07",7,11,8
"00064-08",8,1,8
"00064-09",9,25,12
"00064-10",10,7,7
"00064-11",11,5,3
"00064-12",12,10,4
"00064-13",13,4,3
"00064-14",14,9,11
"00064-15",15,24,11
"00064-16",16,2,10
"00064-17",17,3,9
"00064-18",18,15,11
"00064-19",19,14,3
"00064-20",20,6,10
"00064-21",21,16,4
"00064-22",22,18,4
"00064-23",23,21,11
"00064-24",24,13,6
"00064-25",25,17,5
"00064-26",26,19,7
"00064-27",27,26,14
"00065-01",1,17,4
"00065-02",2,4,8
"00065-03",3,14,8
"00065-04",4,13,9
"00065-05",5,10,11
"00065-06",6,15,14
"00065-07",7,22,12
"00065-08",8,23,13
"00065-09",9,25,9
"00065-10",10,2,6
"00065-11",11,9,11
"00065-12",12,19,5
"00065-13",13,24,11
"00065-14",14,26,13
"00065-15",15,20,4
"00065-16",16,3,13
"00065-17",17,8,11
"00065-18",18,11,13
"00065-19",19,16,6
"00065-20",20,21,9
"00065-21",21,6,6
"00065-22",22,18,14
"00065-23",23,5,5
"00065-24",24,7,13
"00065-25",25,12,13
"00065-26",26,27,3
"00065-27",27,1,4
"00066-01",1,19,14
"00066-02",2,15,6
"00066-03",3,11,7
"00066-04",4,12,12
"00066-05",5,18,8
"00066-06",6,9,10
"00066-07",7,8,9
"00066-08",8,2,9
"00066-09",9,17,4
"00066-10",10,1,10
"00066-11",11,23,5
"00066-12",12,7,14
"00066-13",13,14,5
"00066-14",14,13,12
"00066-15",15,3,12
"00066-16",16,25,6
"00066-17",17,26,12
"00066-18",18,5,13
"00066-19",19,10,13
"00066-20",20,4,4
"00066-21",21,22,9
"00066-22",22,21,14
"00066-23",23,24,6
"00066-24",24,16,11
"00066-25",25,6,6
"00066-26",26,27,7
"00066-27",27,20,4
"00067-01",1,13,13
"00067-02",2,23,5
"00067-03",3,9,4
"00067-04",4,25,11
"00067-05",5,26,4
"00067-06",6,4,7
"00067-07",7,21,5
"00067-08",8,12,3
"00067-09",9,16,3
"00067-10",10,19,9
"00067-11",11,2,9
"00067-12",12,18,8
"00067-13",13,10,6
"00067-14",14,22,13
"00067-15",15,11,10
"00067-16",16,6,3
"00067-17",17,3,3
"00067-18",18,15,13
"00067-19",19,24,10
"00067-20",20,5,14
"00067-21",21,8,7
"00067-22",22,7,4
"00067-23",23,20,13
"00067-24",24,17,12
"00067-25",25,27,12
"00067-26",26,1,10
"00067-27",27,14,11
"00068-01",1,12,5
"00068-02",2,19,3
"00068-03",3,4,6
"00068-04",4,9,14
"00068-05",5,21,11
"00068-06",6,11,8
"00068-07",7,1,13
"00068-08",8,13,13
"00068-09",9,10,9
"00068-10",10,16,8
"00068-11",11,26,10
"00068-12",12,25,13
"00068-13",13,17,4
"00068-14",14,3,3
"00068-15",15,22,9
"00068-16",16,2,7
"00068-17",17,5,8
"00068-18",18,23,4
"00068-19",19,8,11
"00068-20",20,24,7
"00068-21",21,20,3
"00068-22",22,15,12
"00068-23",23,27,8
"00068-24",24,6,8
"00068-25",25,18,12
"00068-26",26,14,6
"00068-27",27,7,11
"00069-01",1,21,12
"00069-02",2,26,10
"00069-03",3,6,11
"00069-04",4,24,13
"00069-05",5,8,11
"00069-06",6,10,13
"00069-07",7,22,3
"00069-08",8,7,12
"00069-09",9,18,11
"00069-10",10,15,8
"00069-11",11,2,3
"00069-12",12,23,3
"00069-13",13,5,4
"00069-14",14,11,14
"00069-15",15,20,9
"00069-16",16,1,3
"00069-17",17,9,9
"00069-18",18,27,10
"00069-19",19,13,3
"00069-20",20,12,7
"00069-21",21,16,8
"00069-22",22,17,6
"00069-23",23,25,10
"00069-24",24,19,4
"00069-25",25,3,8
"00069-26",26,4,8
"00069-27",27,14,4
"00070-01",1,22,12
"00070-02",2,9,14
"00070-03",3,17,6
"00070-04",4,19,11
"00070-05",5,10,7
"00070-06",6,16,9
"00070-07",7,5,14
"00070-08",8,1,4
"00070-09",9,27,5
"00070-10",10,24,6
"00070-11",11,23,12
"00070-12",12,7,4
"00070-13",13,18,4
"00070-14",14,12,10
"00070-15",15,3,11
"00070-16",16,26,4
"00070-17",17,6,13
"00070-18",18,2,10
"00070-19",19,14,10
"00070-20",20,15,11
"00070-21",21,20,13
"00070-22",22,25,11
"00070-23",23,21,12
"00070-24",24,8,5
"00070-25",25,11,4
"00070-26",26,4,7
"00070-27",27,13,5
"00071-01",1,16,11
"00071-02",2,7,14
"00071-03",3,24,11
"00071-04",4,23,6
"00071-05",5,1,9
"00071-06",6,11,13
"00071-07",7,5,13
"00071-08",8,27,6
"00071-09",9,8,5
"00071-10",10,2,7
"00071-11",11,26,13
"00071-12",12,9,4
"00071-13",13,14,5
"00071-14",14,10,13
"00071-15",15,4,8
"00071-16",16,25,14
"00071-17",17,21,9
"00071-18",18,15,6
"00071-19",19,3,5
"00071-20",20,17,6
"00071-21",21,20,5
"00071-22",22,18,10
"00071-23",23,22,8
"00071-24",24,12,6
"00071-25",25,6,13
"00071-26",26,13,11
"00071-27",27,19,14
"00072-01",1,17,9
"00072-02",2,8,4
"00072-03",3,27,8
"00072-04",4,3,4
"00072-05",5,19,11
"00072-06",6,25,12
"00072-07",7,24,13
"00072-08",8,11,13
"00072-09",9,18,10
"00072-10",10,5,4
"00072-11",11,1,4
"00072-12",12,22,8
"00072-13",13,15,5
"00072-14",14,20,4
"00072-15",15,2,14
"00072-16",16,26,3
"00072-17",17,14,3
"00072-18",18,6,11
"00072-19",19,10,12
"00072-20",20,21,14
"00072-21",21,4,11
"00072-22",22,13,12
"00072-23",23,12,6
"00072-24",24,16,4
"00072-25",25,9,5
"00072-26",26,23,3
"00072-27",27,7,3
"00073-01",1,17,9
"00073-02",2,13,14
"00073-03",3,12,8
"00073-04",4,23,13
"00073-05",5,2,10
"00073-06",6,8,10
"00073-07",7,9,10
"00073-08",8,22,8
"00073-09",9,18,5
"00073-10",10,26,6
"00073-11",11,21,14
"00073-12",12,20,6
"00073-13",13,24,11
"00073-14",14,7,6
"00073-15",15,1,3
"00073-16",16,14,14
"00073-17",17,6,4
"00073-18",18,4,6
"00073-19",19,27,11
"00073-20",20,16,6
"00073-21",21,19,13
"00073-22",22,5,9
"00073-23",23,10,8
"00073-24",24,11,8
"00073-25",25,3,3
"00073-26",26,15,8
"00073-27",27,25,11
"00074-01",1,6,9
"00074-02",2,25,7
"00074-03",3,12,13
"00074-04",4,14,4
"00074-05",5,2,7
"00074-06",6,4,4
"00074-07",7,27,13
"00074-08",8,13,13
"00074-09",9,19,11
"00074-10",10,17,4
"00074-11",11,23,9
"00074-12",12,26,5
"00074-13",13,24,3
"00074-14",14,11,7
"00074-15",15,16,5
"00074-16",16,5,8
"00074-17",17,22,3
"00074-18",18,1,14
"00074-19",19,15,9
"00074-20",20,10,14
"00074-21",21,18,3
"00074-22",22,7,3
"00074-23",23,9,10
"00074-24",24,3,7
"00074-25",25,8,11
"00074-26",26,21,13
"00074-27",27,20,9
"00075-01",1,24,5
"00075-02",2,6,10
"00075-03",3,17,12
"00075-04",4,21,10
"00075-05",5,11,11
"00075-06",6,9,5
"00075-07",7,8,8
"00075-08",8,5,14
"00075-09",9,4,4
"00075-10",10,26,7
"00075-11",11,16,13
"00075-12",12,3,10
"00075-13",13,23,13
"00075-14",14,1,10
"00075-15",15,25,3
"00075-16",16,7,12
"00075-17",17,14,11
"00075-18",18,15,12
"00075-19",19,12,7
"00075-20",20,13,14
"00075-21",21,2,8
"00075-22",22,10,8
"00075-23",23,18,3
"00075-24",24,19,14
"00075-25",25,22,14
"00075-26",26,27,6
"00075-27",27,20,14
"00076-01",1,27,12
"00076-02",2,7,4
"00076-03",3,13,14
"00076-04",4,26,10
"00076-05",5,22,7
"00076-06",6,25,3
"00076-07",7,1,13
"00076-08",8,10,6
"00076-09",9,16,12
"00076-10",10,23,8
"00076-11",11,24,6
"00076-12",12,2,10
"00076-13",13,18,12
"00076-14",14,4,7
"00076-15",15,21,14
"00076-16",16,11,13
"00076-17",17,6,4
"00076-18",18,19,7
"00076-19",19,3,11
"00076-20",20,12,8
"00076-21",21,17,4
"00076-22",22,9,6
"00076-23",23,5,9
"00076-24",24,20,5
"00076-25",25,8,4
"00076-26",26,14,9
"00076-27",27,15,14
"00077-01",1,23,14
"00077-02",2,19,10
"00077-03",3,27,6
"00077-04",4,8,10
"00077-05",5,25,5
"00077-06",6,2,13
"00077-07",7,1,13
"00077-08",8,4,7
"00077-09",9,16,7
"00077-10",10,5,8
"00077-11",11,13,12
"00077-12",12,7,14
"00077-13",13,10,11
"00077-14",14,20,11
"00077-15",15,12,6
"00077-16",16,15,9
"00077-17",17,14,5
"00077-18",18,17,4
"00077-19",19,26,9
"00077-20",20,3,4
"00077-21",21,22,11
"00077-22",22,21,5
"00077-23",23,24,4
"00077-24",24,18,8
"00077-25",25,11,7
"00077-26",26,9,11
"00077-27",27,6,6
"00078-01",1,19,5
"00078-02",2,14,14
"00078-03",3,7,11
"00078-04",4,20,6
"00078-05",5,9,10
"00078-06",6,24,12
"00078-07",7,8,4
"00078-08",8,11,9
"00078-09",9,3,9
"00078-10",10,23,6
"00078-11",11,26,13
"00078-12",12,10,10
"00078-13",13,16,14
"00078-14",14,5,9
"00078-15",15,13,14
"00078-16",16,25,5
"00078-17",17,12,5
"00078-18",18,1,12
"00078-19",19,4,4
"00078-20",20,21,12
"00078-21",21,17,11
"00078-22",22,6,13
"00078-23",23,2,12
"00078-24",24,22,7
"00078-25",25,27,8
"00078-26",26,15,9
"00078-27",27,18,8
"00079-01",1,12,4
"00079-02",2,9,5
"00079-03",3,25,7
"00079-04",4,7,8
"00079-05",5,16,11
"00079-06",6,23,10
"00079-07",7,17,14
"00079-08",8,21,11
"00079-09",9,10,13
"00079-10",10,1,10
"00079-11",11,15,10
"00079-12",12,11,9
"00079-13",13,27,10
"00079-14",14,19,14
"00079-15",15,20,11
"00079-16",16,2,13
"00079-17",17,13,14
"00079-18",18,22,14
"00079-19",19,6,3
"00079-20",20,4,3
"00079-21",21,14,13
"00079-22",22,8,13
"00079-23",23,26,8
"00079-24",24,18,13
"00079-25",25,3,3
"00079-26",26,5,13
"00079-27",27,24,8
"00080-01",1,6,10
"00080-02",2,11,4
"00080-03",3,21,5
"00080-04",4,25,5
"00080-05",5,17,4
"00080-06",6,2,3
"00080-07",7,3,8
"00080-08",8,1,6
"00080-09",9,20,8
"00080-10",10,19,6
"00080-11",11,14,10
"00080-12",12,18,6
"00080-13",13,8,6
"00080-14",14,7,6
"00080-15",15,22,13
"00080-16",16,26,13
"00080-17",17,23,11
"00080-18",18,15,5
"00080-19",19,4,12
"00080-20",20,12,10
"00080-21",21,13,14
"00080-22",22,16,7
"00080-23",23,27,7
"00080-24",24,9,8
"00080-25",25,10,5
"00080-26",26,5,4
"00080-27",27,24,7
"00081-01",1,19,5
"00081-02",2,11,7
"00081-03",3,4,10
"00081-04",4,9,5
"00081-05",5,7,7
"00081-06",6,23,6
"00081-07",7,1,6
"00081-08",8,18,4
"00081-09",9,14,10
"00081-10",10,5,4
"00081-11",11,25,5
"00081-12",12,8,6
"00081-13",13,15,6
"00081-14",14,3,9
"00081-15",15,2,14
"00081-16",16,21,13
"00081-17",17,22,11
"00081-18",18,16,3
"00081-19",19,12,13
"00081-20",20,10,5
"00081-21",21,13,6
"00081-22",22,26,6
"00081-23",23,27,14
"00081-24",24,17,6
"00081-25",25,24,6
"00081-26",26,6,7
"00081-27",27,20,13
"00082-01",1,20,14
"00082-02",2,4,10
"00082-03",3,10,14
"00082-04",4,1,7
"00082-05",5,21,10
"00082-06",6,24,7
"00082-07",7,15,14
"00082-08",8,5,3
"00082-09",9,26,14
"00082-10",10,19,3
"00082-11",11,18,6
"00082-12",12,3,13
"00082-13",13,25,8
"00082-14",14,17,6
"00082-15",15,9,12
"00082-16",16,23,10
"00082-17",17,27,7
"00082-18",18,14,6
"00082-19",19,6,9
"00082-20",20,22,11
"00082-21",21,13,9
"00082-22",22,12,9
"00082-23",23,2,8
"00082-24",24,8,3
"00082-25",25,16,7
"00082-26",26,11,12
"00082-27",27,7,14
"00083-01",1,23,11
"00083-02",2,12,7
"00083-03",3,18,3
"00083-04",4,8,6
"00083-05",5,4,6
"00083-06",6,10,6
"00083-07",7,13,9
"00083-08",8,22,10
"00083-09",9,5,8
"00083-10",10,2,4
"00083-11",11,24,13
"00083-12",12,1,8
"00083-13",13,6,9
"00083-14",14,25,5
"00083-15",15,7,11
"00083-16",16,19,10
"00083-17",17,26,14
"00083-18",18,20,11
"00083-19",19,21,8
"00083-20",20,27,5
"00083-21",21,16,9
"00083-22",22,3,6
"00083-23",23,17,5
"00083-24",24,14,5
"00083-25",25,15,12
"00083-26",26,9,8
"00083-27",27,11,12
"00084-01",1,27,7
"00084-02",2,22,12
"00084-03",3,12,7
"00084-04",4,21,12
"00084-05",5,26,5
"00084-06",6,19,9
"00084-07",7,10,12
"00084-08",8,3,9
"00084-09",9,5,3
"00084-10",10,15,9
"00084-11",11,7,7
"00084-12",12,23,8
"00084-13",13,9,3
"00084-14",14,18,9
"00084-15",15,20,3
"00084-16",16,2,9
"00084-17",17,24,11
"00084-18",18,14,13
"00084-19",19,13,8
"00084-20",20,4,6
"00084-21",21,6,4
"00084-22",22,8,13
"00084-23",23,25,12
"00084-24",24,11,8
"00084-25",25,16,8
"00084-26",26,17,8
"00084-27",27,1,12
"00085-01",1,3,12
"00085-02",2,11,11
"00085-03",3,22,8
"00085-04",4,20,7
"00085-05",5,10,10
"00085-06",6,25,3
"00085-07",7,9,8
"00085-08",8,24,11
"00085-09",9,8,6
"00085-10",10,14,7
"00085-11",11,1,8
"00085-12",12,18,4
"00085-13",13,12,12
"00085-14",14,27,11
"00085-15",15,21,6
"00085-16",16,13,5
"00085-17",17,16,14
"00085-18",18,4,7
"00085-19",19,5,6
"00085-20",20,26,4
"00085-21",21,2,10
"00085-22",22,7,13
"00085-23",23,19,4
"00085-24",24,17,10
"00085-25",25,6,11
"00085-26",26,15,9
"00085-27",27,23,10
"00086-01",1,5,4
"00086-02",2,11,13
"00086-03",3,8,13
"00086-04",4,16,7
"00086-05",5,20,12
"00086-06",6,17,3
"00086-07",7,1,5
"00086-08",8,22,6
"00086-09",9,15,10
"00086-10",10,25,5
"00086-11",11,7,14
"00086-12",12,13,14
"00086-13",13,2,11
"00086-14",14,4,9
"00086-15",15,9,13
"00086-16",16,10,6
"00086-17",17,24,6
"00086-18",18,19,9
"00086-19",19,6,5
"00086-20",20,18,7
"00086-21",21,23,6
"00086-22",22,26,5
"00086-23",23,3,4
"00086-24",24,12,6
"00086-25",25,27,9
"00086-26",26,21,6
"00086-27",27,14,13
"00087-01",1,13,9
"00087-02",2,7,12
"00087-03",3,25,11
"00087-04",4,21,4
"00087-05",5,20,13
"00087-06",6,24,7
"00087-07",7,17,6
